DATAFLOW,MEASURE: Type of Visa,MIGRATIONTYPE: Migration Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment,REPYEAREND: Reporting Year End Day
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,2: Victoria,A: Annual,2019,12870,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,2: Victoria,A: Annual,2020,11720,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,2: Victoria,A: Annual,2021,160,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,2: Victoria,A: Annual,2022,3310,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,7: Northern Territory,A: Annual,2012,180,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,7: Northern Territory,A: Annual,2013,190,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,7: Northern Territory,A: Annual,2014,130,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,7: Northern Territory,A: Annual,2015,180,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,7: Northern Territory,A: Annual,2016,230,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,7: Northern Territory,A: Annual,2017,210,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,7: Northern Territory,A: Annual,2018,200,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,7: Northern Territory,A: Annual,2019,250,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,7: Northern Territory,A: Annual,2020,330,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,7: Northern Territory,A: Annual,2021,390,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),8: Temporary visa - Other temporary visas,1: NOM arrivals,7: Northern Territory,A: Annual,2022,1480,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,AUS: Australia,A: Annual,2012,40980,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,AUS: Australia,A: Annual,2013,38020,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,AUS: Australia,A: Annual,2014,40330,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,AUS: Australia,A: Annual,2015,42240,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,AUS: Australia,A: Annual,2016,41850,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,AUS: Australia,A: Annual,2017,46140,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,AUS: Australia,A: Annual,2018,43320,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,AUS: Australia,A: Annual,2019,38230,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,AUS: Australia,A: Annual,2020,27280,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,AUS: Australia,A: Annual,2021,14620,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,AUS: Australia,A: Annual,2022,27240,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),13: New Zealand Citizen (subclass 444),1: NOM arrivals,6: Tasmania,A: Annual,2012,250,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),13: New Zealand Citizen (subclass 444),1: NOM arrivals,6: Tasmania,A: Annual,2013,230,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),13: New Zealand Citizen (subclass 444),1: NOM arrivals,6: Tasmania,A: Annual,2014,160,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),13: New Zealand Citizen (subclass 444),1: NOM arrivals,6: Tasmania,A: Annual,2015,170,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),13: New Zealand Citizen (subclass 444),1: NOM arrivals,6: Tasmania,A: Annual,2016,170,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),13: New Zealand Citizen (subclass 444),1: NOM arrivals,6: Tasmania,A: Annual,2017,170,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),13: New Zealand Citizen (subclass 444),1: NOM arrivals,6: Tasmania,A: Annual,2018,150,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),13: New Zealand Citizen (subclass 444),1: NOM arrivals,6: Tasmania,A: Annual,2019,140,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),13: New Zealand Citizen (subclass 444),1: NOM arrivals,6: Tasmania,A: Annual,2020,140,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),13: New Zealand Citizen (subclass 444),1: NOM arrivals,6: Tasmania,A: Annual,2021,70,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),13: New Zealand Citizen (subclass 444),1: NOM arrivals,6: Tasmania,A: Annual,2022,160,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,7: Northern Territory,A: Annual,2012,750,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,7: Northern Territory,A: Annual,2013,770,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,7: Northern Territory,A: Annual,2014,780,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,7: Northern Territory,A: Annual,2015,680,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,7: Northern Territory,A: Annual,2016,700,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,7: Northern Territory,A: Annual,2017,660,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,7: Northern Territory,A: Annual,2018,620,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,7: Northern Territory,A: Annual,2019,600,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,7: Northern Territory,A: Annual,2020,620,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,7: Northern Territory,A: Annual,2021,330,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,7: Northern Territory,A: Annual,2022,590,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),1: Temporary visa - Total,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2012,4400,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),1: Temporary visa - Total,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2013,4330,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),1: Temporary visa - Total,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2014,4720,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),1: Temporary visa - Total,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2015,5120,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),1: Temporary visa - Total,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2016,5080,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),1: Temporary visa - Total,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2017,5910,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),1: Temporary visa - Total,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2018,6670,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),1: Temporary visa - Total,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2019,5820,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),1: Temporary visa - Total,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2020,5240,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),1: Temporary visa - Total,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2021,390,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),1: Temporary visa - Total,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2022,5370,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),2: Temporary visa - Vocational Education and Training sector,1: NOM arrivals,1: New South Wales,A: Annual,2012,4600,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),2: Temporary visa - Vocational Education and Training sector,1: NOM arrivals,1: New South Wales,A: Annual,2013,3750,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),2: Temporary visa - Vocational Education and Training sector,1: NOM arrivals,1: New South Wales,A: Annual,2014,4460,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),2: Temporary visa - Vocational Education and Training sector,1: NOM arrivals,1: New South Wales,A: Annual,2015,5420,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),2: Temporary visa - Vocational Education and Training sector,1: NOM arrivals,1: New South Wales,A: Annual,2016,6710,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),2: Temporary visa - Vocational Education and Training sector,1: NOM arrivals,1: New South Wales,A: Annual,2017,7260,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),2: Temporary visa - Vocational Education and Training sector,1: NOM arrivals,1: New South Wales,A: Annual,2018,9180,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),2: Temporary visa - Vocational Education and Training sector,1: NOM arrivals,1: New South Wales,A: Annual,2019,10630,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),2: Temporary visa - Vocational Education and Training sector,1: NOM arrivals,1: New South Wales,A: Annual,2020,4360,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),2: Temporary visa - Vocational Education and Training sector,1: NOM arrivals,1: New South Wales,A: Annual,2021,60,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),2: Temporary visa - Vocational Education and Training sector,1: NOM arrivals,1: New South Wales,A: Annual,2022,10390,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,AUS: Australia,A: Annual,2012,21250,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,AUS: Australia,A: Annual,2013,21260,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,AUS: Australia,A: Annual,2014,25450,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,AUS: Australia,A: Annual,2015,25870,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,AUS: Australia,A: Annual,2016,27690,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,AUS: Australia,A: Annual,2017,31670,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,AUS: Australia,A: Annual,2018,31460,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,AUS: Australia,A: Annual,2019,30390,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,AUS: Australia,A: Annual,2020,23070,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,AUS: Australia,A: Annual,2021,670,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),4: Temporary visa - Student other,1: NOM arrivals,AUS: Australia,A: Annual,2022,20120,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,4: South Australia,A: Annual,2012,1550,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,4: South Australia,A: Annual,2013,1890,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,4: South Australia,A: Annual,2014,1820,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,4: South Australia,A: Annual,2015,1610,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,4: South Australia,A: Annual,2016,1390,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,4: South Australia,A: Annual,2017,1210,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,4: South Australia,A: Annual,2018,1070,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,4: South Australia,A: Annual,2019,1120,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,4: South Australia,A: Annual,2020,1050,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,4: South Australia,A: Annual,2021,30,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,4: South Australia,A: Annual,2022,340,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,6: Tasmania,A: Annual,2012,380,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,6: Tasmania,A: Annual,2013,450,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,6: Tasmania,A: Annual,2014,460,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,6: Tasmania,A: Annual,2015,510,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,6: Tasmania,A: Annual,2016,480,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,6: Tasmania,A: Annual,2017,490,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,6: Tasmania,A: Annual,2018,470,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,6: Tasmania,A: Annual,2019,490,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,6: Tasmania,A: Annual,2020,380,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,6: Tasmania,A: Annual,2021,10,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,6: Tasmania,A: Annual,2022,60,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2012,400,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2013,370,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2014,310,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2015,270,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2016,260,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2017,280,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2018,350,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2019,260,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2020,190,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2021,10,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),7: Temporary visa - Working Holiday,1: NOM arrivals,8: Australian Capital Territory,A: Annual,2022,70,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,4: South Australia,A: Annual,2012,4930,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,4: South Australia,A: Annual,2013,4120,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,4: South Australia,A: Annual,2014,3760,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,4: South Australia,A: Annual,2015,4240,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,4: South Australia,A: Annual,2016,3820,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,4: South Australia,A: Annual,2017,3800,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,4: South Australia,A: Annual,2018,4110,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,4: South Australia,A: Annual,2019,4090,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,4: South Australia,A: Annual,2020,3340,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,4: South Australia,A: Annual,2021,780,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,4: South Australia,A: Annual,2022,2690,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,6: Tasmania,A: Annual,2012,190,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,6: Tasmania,A: Annual,2013,160,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,6: Tasmania,A: Annual,2014,110,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,6: Tasmania,A: Annual,2015,120,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,6: Tasmania,A: Annual,2016,130,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,6: Tasmania,A: Annual,2017,210,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,6: Tasmania,A: Annual,2018,340,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,6: Tasmania,A: Annual,2019,580,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,6: Tasmania,A: Annual,2020,450,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,6: Tasmania,A: Annual,2021,160,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),11: Permanent visa - Skill,1: NOM arrivals,6: Tasmania,A: Annual,2022,670,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,1: New South Wales,A: Annual,2012,27090,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,1: New South Wales,A: Annual,2013,27520,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,1: New South Wales,A: Annual,2014,25750,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,1: New South Wales,A: Annual,2015,25690,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,1: New South Wales,A: Annual,2016,26460,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,1: New South Wales,A: Annual,2017,27580,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,1: New South Wales,A: Annual,2018,26370,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,1: New South Wales,A: Annual,2019,27080,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,1: New South Wales,A: Annual,2020,33840,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ABS_NOM_VISA_FY(1.0.0),14: Australian Citizen,1: NOM arrivals,1: New South Wales,A: Annual,2021,31060,PSNS: Persons,,,30-6: Year Ending 30 June
